        soln	      dist_x	        time	          pH	          pe	        C(4)	        N(3)	       Fe(2)	       Fe(3)	       Mn(2)	        S(6)	           P	          Cd	          Zn	          Pb	           C	      m_CaX2	      m_MgX2	       m_NaX	        m_KX	      m_AlX3	      m_CdX2	      m_ZnX2	      m_PbX2	
          37	    -3.62483	        1095	     10.6002	     -7.6491	 1.0445e-005	 0.0000e+000	 6.7820e-003	 5.2086e-004	 7.9658e-008	 3.7299e-004	 9.2149e-005	 2.0446e-004	 4.8012e-003	 1.6140e-003	 1.0445e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 8.7148e-021	 1.1149e-003	 1.9786e-005	 9.7580e-006	
          38	    -3.72552	        1095	     7.01583	     13.6667	 1.0456e-005	 1.7177e-018	 4.4361e-012	 7.3142e-003	 1.2390e-007	 3.7212e-004	 9.2201e-005	 1.7247e-008	 4.8454e-008	 1.5127e-008	 1.0456e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 3.9984e-004	 1.3193e-003	 4.8208e-003	 1.6236e-003	
          39	    -3.82621	        1095	     7.01746	     13.6641	 1.0469e-005	 1.7254e-018	 4.4278e-012	 7.3264e-003	 1.4092e-007	 3.7099e-004	 9.2260e-005	 1.9601e-008	 5.5075e-008	 1.7202e-008	 1.0469e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 3.9256e-004	 1.3192e-003	 4.8206e-003	 1.6236e-003	
          40	     -3.9269	        1095	     7.01909	     13.6615	 1.0481e-005	 1.7338e-018	 4.4201e-012	 7.3386e-003	 1.8064e-007	 3.6961e-004	 9.2319e-005	 2.5089e-008	 7.0509e-008	 2.2032e-008	 1.0481e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 3.7817e-004	 1.3192e-003	 4.8204e-003	 1.6235e-003	
          41	    -4.02759	        1095	     10.6057	    -7.65621	 1.0495e-005	 0.0000e+000	 6.8163e-003	 5.3528e-004	 1.8247e-007	 3.6800e-004	 9.2386e-005	 2.0664e-004	 4.8010e-003	 1.6140e-003	 1.0495e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 8.3651e-021	 1.1125e-003	 1.9383e-005	 9.5299e-006	
          42	    -4.12828	        1095	     7.45901	     4.19571	 1.0507e-005	 7.1091e-036	 7.5973e-004	 6.6035e-003	 1.8707e-007	 3.6700e-004	 9.2440e-005	 9.6429e-005	 2.6786e-004	 1.0714e-004	 1.0507e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          43	    -4.22897	        1095	     7.46825	     4.16158	 1.0519e-005	 6.1154e-036	 7.7386e-004	 6.6015e-003	 1.9197e-007	 3.6583e-004	 9.2499e-005	 9.6426e-005	 2.6785e-004	 1.0714e-004	 1.0519e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          44	    -4.32966	        1095	     7.51229	     4.04087	 1.0532e-005	 3.8224e-036	 7.6774e-004	 6.6196e-003	 1.9713e-007	 3.6455e-004	 9.2558e-005	 8.9005e-005	 2.4724e-004	 9.8896e-005	 1.0532e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          45	    -4.43035	        1095	      7.4628	      4.1548	 1.0545e-005	 5.7006e-036	 8.1369e-004	 6.5863e-003	 2.0251e-007	 3.6325e-004	 9.2625e-005	 1.0146e-004	 2.8182e-004	 1.1273e-004	 1.0545e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          46	    -4.53103	        1095	      7.4714	     4.12388	 1.0557e-005	 4.9838e-036	 8.2635e-004	 6.5857e-003	 2.0798e-007	 3.6189e-004	 9.2685e-005	 1.0145e-004	 2.8181e-004	 1.1272e-004	 1.0557e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          47	    -4.63172	        1095	      7.4799	     4.09346	 1.0570e-005	 4.3684e-036	 8.3872e-004	 6.5852e-003	 2.1350e-007	 3.6050e-004	 9.2744e-005	 1.0144e-004	 2.8179e-004	 1.1272e-004	 1.0570e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          48	    -4.73241	        1095	     7.48829	     4.06359	 1.0582e-005	 3.8395e-036	 8.5079e-004	 6.5851e-003	 2.1899e-007	 3.5910e-004	 9.2804e-005	 1.0144e-004	 2.8177e-004	 1.1271e-004	 1.0582e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          49	     -4.8331	        1095	     7.49656	      4.0343	 1.0595e-005	 3.3845e-036	 8.6254e-004	 6.5852e-003	 2.2436e-007	 3.5769e-004	 9.2865e-005	 1.0143e-004	 2.8176e-004	 1.1270e-004	 1.0595e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          50	    -4.93379	        1095	     7.50469	     4.00565	 1.0607e-005	 2.9928e-036	 8.7395e-004	 6.5856e-003	 2.2951e-007	 3.5626e-004	 9.2925e-005	 1.0143e-004	 2.8174e-004	 1.1270e-004	 1.0607e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          51	    -5.03448	        1095	     7.51265	     3.97768	 1.0619e-005	 2.6550e-036	 8.8501e-004	 6.5862e-003	 2.3434e-007	 3.5483e-004	 9.2986e-005	 1.0142e-004	 2.8172e-004	 1.1269e-004	 1.0619e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          52	    -5.13517	        1095	     7.52045	     3.95044	 1.0631e-005	 2.3634e-036	 8.9570e-004	 6.5871e-003	 2.3873e-007	 3.5339e-004	 9.3046e-005	 1.0141e-004	 2.8171e-004	 1.1268e-004	 1.0631e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          53	    -5.23586	        1095	     7.52807	     3.92393	 1.0643e-005	 2.1110e-036	 9.0603e-004	 6.5882e-003	 2.4253e-007	 3.5195e-004	 9.3106e-005	 1.0141e-004	 2.8169e-004	 1.1268e-004	 1.0643e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          54	    -5.33655	        1095	     7.53551	     3.89814	 1.0655e-005	 1.8919e-036	 9.1601e-004	 6.5895e-003	 2.4559e-007	 3.5051e-004	 9.3166e-005	 1.0140e-004	 2.8167e-004	 1.1267e-004	 1.0655e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          55	    -5.43724	        1095	     7.54276	     3.87308	 1.0667e-005	 1.7011e-036	 9.2565e-004	 6.5910e-003	 2.4776e-007	 3.4909e-004	 9.3226e-005	 1.0140e-004	 2.8165e-004	 1.1266e-004	 1.0667e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          56	    -5.53793	        1095	     7.72735	     3.38149	 1.0678e-005	 2.5276e-037	 8.4564e-004	 6.6820e-003	 2.4885e-007	 3.4769e-004	 9.3286e-005	 6.7593e-005	 1.8776e-004	 7.5104e-005	 1.0678e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          57	    -5.63862	        1095	     7.57814	     3.76932	 1.0689e-005	 1.1248e-036	 9.3249e-004	 6.6052e-003	 2.4863e-007	 3.4627e-004	 9.3335e-005	 9.7069e-005	 2.6964e-004	 1.0786e-004	 1.0689e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          58	    -5.73931	        1095	     7.58516	     3.74519	 1.0700e-005	 1.0158e-036	 9.4149e-004	 6.6070e-003	 2.4737e-007	 3.4488e-004	 9.3394e-005	 9.7065e-005	 2.6962e-004	 1.0785e-004	 1.0700e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          59	       -5.84	        1095	     7.59223	     3.72094	 1.0711e-005	 9.1693e-037	 9.5051e-004	 6.6089e-003	 2.4488e-007	 3.4347e-004	 9.3454e-005	 9.7060e-005	 2.6961e-004	 1.0785e-004	 1.0711e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          60	    -5.94069	        1095	     7.59937	      3.6965	 1.0722e-005	 8.2715e-037	 9.5957e-004	 6.6108e-003	 2.4095e-007	 3.4206e-004	 9.3515e-005	 9.7055e-005	 2.6960e-004	 1.0784e-004	 1.0722e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          61	    -6.04138	        1095	     7.60659	     3.67182	 1.0734e-005	 7.4548e-037	 9.6870e-004	 6.6128e-003	 2.3537e-007	 3.4064e-004	 9.3576e-005	 9.7051e-005	 2.6959e-004	 1.0783e-004	 1.0734e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          62	    -6.14207	        1095	     7.61391	     3.64685	 1.0745e-005	 6.7110e-037	 9.7792e-004	 6.6147e-003	 2.2789e-007	 3.3921e-004	 9.3637e-005	 9.7046e-005	 2.6957e-004	 1.0783e-004	 1.0745e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          63	    -6.24276	        1095	     7.62133	     3.62151	 1.0756e-005	 6.0327e-037	 9.8726e-004	 6.6167e-003	 2.1824e-007	 3.3778e-004	 9.3700e-005	 9.7042e-005	 2.6956e-004	 1.0782e-004	 1.0756e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          64	    -6.34345	        1095	      7.6289	     3.59574	 1.0767e-005	 5.4133e-037	 9.9675e-004	 6.6186e-003	 2.0613e-007	 3.3634e-004	 9.3762e-005	 9.7037e-005	 2.6955e-004	 1.0782e-004	 1.0767e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          65	    -6.44414	        1095	     7.63662	     3.56944	 1.0778e-005	 4.8471e-037	 1.0064e-003	 6.6204e-003	 1.9124e-007	 3.3490e-004	 9.3826e-005	 9.7032e-005	 2.6953e-004	 1.0781e-004	 1.0778e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          66	    -6.54483	        1095	     7.64453	     3.54253	 1.0789e-005	 4.3290e-037	 1.0163e-003	 6.6222e-003	 1.7322e-007	 3.3345e-004	 9.3890e-005	 9.7028e-005	 2.6952e-004	 1.0781e-004	 1.0789e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          67	    -6.64552	        1095	     7.65265	      3.5149	 1.0800e-005	 3.8549e-037	 1.0265e-003	 6.6238e-003	 1.5167e-007	 3.3200e-004	 9.3954e-005	 9.7023e-005	 2.6951e-004	 1.0780e-004	 1.0800e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          68	    -6.74621	        1095	     7.66102	     3.48644	 1.0811e-005	 3.4208e-037	 1.0370e-003	 6.6253e-003	 1.2616e-007	 3.3054e-004	 9.4019e-005	 9.7018e-005	 2.6950e-004	 1.0780e-004	 1.0811e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          69	     -6.8469	        1095	     7.66967	     3.45703	 1.0821e-005	 3.0235e-037	 1.0478e-003	 6.6266e-003	 9.6222e-008	 3.2908e-004	 9.4085e-005	 9.7014e-005	 2.6948e-004	 1.0779e-004	 1.0821e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          70	    -6.94759	        1095	     7.67864	     3.42653	 1.0832e-005	 2.6603e-037	 1.0591e-003	 6.6277e-003	 6.1336e-008	 3.2762e-004	 9.4151e-005	 9.7009e-005	 2.6947e-004	 1.0779e-004	 1.0832e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          71	    -7.04828	        1095	     7.68797	      3.3948	 1.0842e-005	 2.3286e-037	 1.0708e-003	 6.6285e-003	 2.0935e-008	 3.2614e-004	 9.4218e-005	 9.7005e-005	 2.6946e-004	 1.0778e-004	 1.0842e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          72	    -7.14897	        1095	     7.69777	      3.3615	 1.0852e-005	 2.0249e-037	 1.0831e-003	 6.6290e-003	 0.0000e+000	 3.2467e-004	 9.4285e-005	 9.7000e-005	 2.6945e-004	 1.0778e-004	 1.0852e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          73	    -7.24965	        1095	     7.70808	     3.32644	 1.0861e-005	 1.7478e-037	 1.0961e-003	 6.6291e-003	 0.0000e+000	 3.2318e-004	 9.4352e-005	 9.6995e-005	 2.6943e-004	 1.0777e-004	 1.0861e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          74	    -7.35035	        1095	     7.71893	     3.28955	 1.0871e-005	 1.4971e-037	 1.1097e-003	 6.6287e-003	 0.0000e+000	 3.2169e-004	 9.4420e-005	 9.6991e-005	 2.6942e-004	 1.0777e-004	 1.0871e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          75	    -7.45104	        1095	     7.73038	     3.25062	 1.0879e-005	 1.2714e-037	 1.1241e-003	 6.6280e-003	 0.0000e+000	 3.2018e-004	 9.4488e-005	 9.6986e-005	 2.6941e-004	 1.0776e-004	 1.0879e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          76	    -7.55172	        1095	      7.7425	     3.20942	 1.0888e-005	 1.0696e-037	 1.1394e-003	 6.6266e-003	 0.0000e+000	 3.1867e-004	 9.4556e-005	 9.6982e-005	 2.6939e-004	 1.0776e-004	 1.0888e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          77	    -7.65241	        1095	     7.75536	      3.1657	 1.0896e-005	 8.9028e-038	 1.1556e-003	 6.6247e-003	 0.0000e+000	 3.1714e-004	 9.4625e-005	 9.6977e-005	 2.6938e-004	 1.0775e-004	 1.0896e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          78	     -7.7531	        1095	     7.76904	     3.11918	 1.0903e-005	 7.3239e-038	 1.1729e-003	 6.6222e-003	 0.0000e+000	 3.1560e-004	 9.4694e-005	 9.6972e-005	 2.6937e-004	 1.0775e-004	 1.0903e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          79	    -7.85379	        1095	     7.78363	     3.06957	 1.0910e-005	 5.9475e-038	 1.1913e-003	 6.6189e-003	 0.0000e+000	 3.1405e-004	 9.4763e-005	 9.6968e-005	 2.6936e-004	 1.0774e-004	 1.0910e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          80	    -7.95448	        1095	     7.79923	     3.01656	 1.0917e-005	 4.7615e-038	 1.2109e-003	 6.6149e-003	 0.0000e+000	 3.1247e-004	 9.4832e-005	 9.6963e-005	 2.6934e-004	 1.0774e-004	 1.0917e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          81	    -8.05517	        1095	     7.81593	     2.95981	 1.0922e-005	 3.7527e-038	 1.2320e-003	 6.6099e-003	 0.0000e+000	 3.1087e-004	 9.4901e-005	 9.6959e-005	 2.6933e-004	 1.0773e-004	 1.0922e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          82	    -8.15586	        1095	     7.83383	     2.89897	 1.0927e-005	 2.9076e-038	 1.2546e-003	 6.6040e-003	 0.0000e+000	 3.0925e-004	 9.4970e-005	 9.6954e-005	 2.6932e-004	 1.0773e-004	 1.0927e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          83	    -8.25655	        1095	     7.85304	     2.83369	 1.0931e-005	 2.2112e-038	 1.2788e-003	 6.5970e-003	 0.0000e+000	 3.0760e-004	 9.5039e-005	 9.6950e-005	 2.6930e-004	 1.0772e-004	 1.0931e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          84	    -8.35724	        1095	     7.87368	     2.76359	 1.0934e-005	 1.6479e-038	 1.3048e-003	 6.5889e-003	 0.0000e+000	 3.0592e-004	 9.5108e-005	 9.6945e-005	 2.6929e-004	 1.0772e-004	 1.0934e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          85	    -8.45793	        1095	     7.89584	     2.68828	 1.0936e-005	 1.2017e-038	 1.3328e-003	 6.5795e-003	 0.0000e+000	 3.0420e-004	 9.5176e-005	 9.6940e-005	 2.6928e-004	 1.0771e-004	 1.0936e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          86	    -8.55862	        1095	     7.91965	     2.60739	 1.0937e-005	 8.5598e-039	 1.3630e-003	 6.5688e-003	 0.0000e+000	 3.0244e-004	 9.5244e-005	 9.6936e-005	 2.6927e-004	 1.0771e-004	 1.0937e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          87	    -8.65931	        1095	     7.94519	     2.52058	 1.0936e-005	 5.9472e-039	 1.3954e-003	 6.5565e-003	 0.0000e+000	 3.0064e-004	 9.5312e-005	 9.6931e-005	 2.6925e-004	 1.0770e-004	 1.0936e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          88	       -8.76	        1095	     7.97256	     2.42751	 1.0935e-005	 4.0244e-039	 1.4304e-003	 6.5427e-003	 0.0000e+000	 2.9878e-004	 9.5379e-005	 9.6927e-005	 2.6924e-004	 1.0770e-004	 1.0935e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          89	    -8.86069	        1095	     8.00183	     2.32788	 1.0932e-005	 2.6488e-039	 1.4681e-003	 6.5270e-003	 0.0000e+000	 2.9687e-004	 9.5446e-005	 9.6922e-005	 2.6923e-004	 1.0769e-004	 1.0932e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          90	    -8.96138	        1095	     7.92624	     2.52687	 1.0928e-005	 5.7194e-039	 1.5578e-003	 6.4612e-003	 0.0000e+000	 2.9492e-004	 9.5520e-005	 1.1545e-004	 3.2069e-004	 1.2828e-004	 1.0928e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          91	    -9.06207	        1095	     7.96022	     2.41251	 1.0921e-005	 3.5514e-039	 1.6018e-003	 6.4411e-003	 0.0000e+000	 2.9293e-004	 9.5582e-005	 1.1544e-004	 3.2068e-004	 1.2827e-004	 1.0921e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          92	    -9.16276	        1095	      7.9967	     2.28955	 1.0910e-005	 2.1263e-039	 1.6495e-003	 6.4181e-003	 0.0000e+000	 2.9092e-004	 9.5639e-005	 1.1544e-004	 3.2066e-004	 1.2827e-004	 1.0910e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          93	    -9.26345	        1095	     8.03568	     2.15786	 1.0897e-005	 1.2265e-039	 1.7012e-003	 6.3922e-003	 0.0000e+000	 2.8887e-004	 9.5690e-005	 1.1543e-004	 3.2065e-004	 1.2826e-004	 1.0897e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          94	    -9.36414	        1095	     8.07712	     2.01746	 1.0880e-005	 6.8148e-040	 1.7571e-003	 6.3629e-003	 0.0000e+000	 2.8679e-004	 9.5735e-005	 1.1543e-004	 3.2063e-004	 1.2825e-004	 1.0880e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          95	    -9.46483	        1095	     8.12092	     1.86854	 1.0859e-005	 3.6488e-040	 1.8176e-003	 6.3302e-003	 0.0000e+000	 2.8466e-004	 9.5774e-005	 1.1542e-004	 3.2062e-004	 1.2825e-004	 1.0859e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          96	    -9.56552	        1095	     8.16695	     1.71142	 1.0835e-005	 1.8842e-040	 1.8830e-003	 6.2937e-003	 0.0000e+000	 2.8248e-004	 9.5807e-005	 1.1542e-004	 3.2060e-004	 1.2824e-004	 1.0835e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          97	    -9.66621	        1095	     8.21503	     1.54646	 1.0806e-005	 0.0000e+000	 1.9538e-003	 6.2531e-003	 0.0000e+000	 2.8023e-004	 9.5832e-005	 1.1541e-004	 3.2059e-004	 1.2823e-004	 1.0806e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          98	     -9.7669	        1095	     8.26502	     1.37403	 1.0772e-005	 0.0000e+000	 2.0302e-003	 6.2083e-003	 0.0000e+000	 2.7790e-004	 9.5849e-005	 1.1540e-004	 3.2057e-004	 1.2823e-004	 1.0772e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
          99	    -9.86759	        1095	      8.3168	     1.19437	 1.0733e-005	 0.0000e+000	 2.1127e-003	 6.1589e-003	 0.0000e+000	 2.7548e-004	 9.5859e-005	 1.1540e-004	 3.2056e-004	 1.2822e-004	 1.0733e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         100	    -9.96828	        1095	      8.3703	     1.00756	 1.0689e-005	 0.0000e+000	 2.2017e-003	 6.1047e-003	 0.0000e+000	 2.7296e-004	 9.5859e-005	 1.1539e-004	 3.2054e-004	 1.2822e-004	 1.0689e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         101	     -10.069	        1095	     8.42557	    0.813362	 1.0639e-005	 0.0000e+000	 2.2978e-003	 6.0452e-003	 0.0000e+000	 2.7032e-004	 9.5851e-005	 1.1539e-004	 3.2052e-004	 1.2821e-004	 1.0639e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         102	    -10.1697	        1095	     8.48268	    0.611431	 1.0583e-005	 0.0000e+000	 2.4012e-003	 5.9802e-003	 0.0000e+000	 2.6756e-004	 9.5833e-005	 1.1538e-004	 3.2051e-004	 1.2820e-004	 1.0583e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         103	    -10.2703	        1095	     8.62627	    0.142822	 1.0521e-005	 0.0000e+000	 2.4610e-003	 5.9607e-003	 0.0000e+000	 2.6464e-004	 9.5802e-005	 9.5924e-005	 2.6646e-004	 1.0658e-004	 1.0521e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         104	     -10.371	        1095	     8.68662	  -0.0757815	 1.0450e-005	 0.0000e+000	 2.5812e-003	 5.8831e-003	 0.0000e+000	 2.6157e-004	 9.5761e-005	 9.5921e-005	 2.6645e-004	 1.0658e-004	 1.0450e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
         105	    -10.4717	        1095	     8.75025	   -0.307378	 1.0372e-005	 0.0000e+000	 2.7110e-003	 5.7984e-003	 0.0000e+000	 2.5831e-004	 9.5706e-005	 9.5919e-005	 2.6644e-004	 1.0658e-004	 1.0372e-005	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	 0.0000e+000	
